MERCHANT_CITY_NAME,MERCHANT_STATE_XCD,YEAR_RUN,TOT_CNT,MERCHANT_CATEGORY_XCD,TOT_SUM
352-671-2770,FL,2019,54,5814,762.78
614-848-8800,OH,2019,4,5812,159.87
IND HBR BCH,FL,2019,27,5812,1009.44
7548026322,FL,2019,13,5814,2157.0
Miami Fl 3318,FL,2019,31,5812,611.66
513-7429444,OH,2019,15,5814,236.13
813-5276940,FL,2019,30,5812,1287.73
(904) 707-866,FL,2019,19,5814,310.48
ORIENT,OH,2019,52,5812,787.84
305-5590111,FL,2019,1,5812,30.0
Geneva,OH,2019,55,5812,946.32
BAL HARBOUR,FL,2019,16,5814,21.5
MIAMI BEAC,FL,2019,41,5814,381.15
(612) 703-183,FL,2019,16,5814,263.37
Malinta,OH,2019,7,5814,73.05
5617027904,FL,2019,2,5814,65.0
West Palm bea,FL,2019,6,5812,82.57
614-8412345,OH,2019,2,5812,122.11
WEST KENDALL,FL,2019,3,5812,0.0
BARBERVILLE,FL,2019,7,5812,25.55
Martinsville,OH,2019,22,5812,375.27
8139743040,FL,2019,36,5814,377.14
305-7184208,FL,2019,14,5812,413.35
Vanice,FL,2019,5,5812,138.25
904-3613636,FL,2019,3,5812,35.52
BOKEELIA,FL,2019,8,5814,12.0
7723348339,FL,2019,2,5812,19.35
239-4951208,FL,2019,27,5812,942.37
614-424-8800,OH,2019,13,5814,350.96
MALONE,FL,2019,8,5814,85.9
NEW LONDON,OH,2019,6,5812,31.44
NEW KNOXVILLE,OH,2019,1,5814,17.5
Hamersville,OH,2019,1,5812,0.0
3867366999,FL,2019,14,5812,435.36
De Graff,OH,2019,13,5814,263.7
St. Clould,FL,2019,2,5812,28.54
440-6050400,OH,2019,33,5812,1095.48
North Baltimo,OH,2019,7,5812,105.77
OKOLONA,OH,2019,5,5812,16.37
954-4276000,FL,2019,28,5812,821.19
BEVERLY BEACH,FL,2019,3,5814,31.0
850-222-0036,FL,2019,23,5814,710.24
JACKSOINVILLE,FL,2019,25,5812,936.09
352-2376644,FL,2019,13,5812,22068.32
SEBRING,OH,2019,2,5814,3.0
8502061313,FL,2019,1,5812,13.44
LACOOCHEE,FL,2019,7,5812,14.61
7073803500,FL,2019,14,5812,463.81
Woodmere,OH,2019,16,5814,167.0
941-355-1661,FL,2019,16,5814,248.01
MC DERMOTT,OH,2019,6,5812,250.04
5133742731,OH,2019,1,5812,14.39
850-398-8882,FL,2019,1,5812,9.96
BIRMINGHAM,OH,2019,3,5814,4.5
212-7862196,FL,2019,4,5814,20.01
KILLARNEY,FL,2019,9,5812,30.19
FLORAHOME,FL,2019,6,5812,36.81
NEW BAVARIA,OH,2019,4,5812,9.33
WINTER BEACH,FL,2019,7,5812,155.88
806-8725951,FL,2019,1,5812,2.0
Cadiz,OH,2019,2,5812,0.0
9417523388,FL,2019,1,5812,19.24
9042567291,FL,2019,3,5814,38.21
EAST SPARTA,OH,2019,6,5814,44.0
7279348951,FL,2019,4,5812,200.0
JACKSONVILE,FL,2019,1,5814,110.0
Kennedy Space,FL,2019,1,5812,10.16
Amanda,OH,2019,2,5812,0.0
8132348100,FL,2019,2,5812,140.0
352-2377410,FL,2019,7,5812,626.45
BIG PRAIRIE,OH,2019,2,5814,3.0
REDINGTON SHO,FL,2019,4,5814,18.0
(727) 639-119,FL,2019,2,5812,34.2
4192942989,OH,2019,3,5812,77.65
6145818834,OH,2019,4,5812,1720.0
(239) 592-436,FL,2019,5,5812,226.32
4078568155,FL,2019,1,5812,220.0
Harrisburg,OH,2019,1,5812,26.34
DECAZEVILL,FL,2019,1,5814,14.86
Beloit,OH,2019,2,5812,10.0
Orwell,OH,2019,1,5812,0.0
8508341890,FL,2019,3,5812,52.44
407-201-3982,FL,2019,3,5814,54.55
Defuniak Spri,FL,2019,5,5812,117.47
6148827145,OH,2019,2,5812,16.28
Quincy Histor,FL,2019,1,5812,28.11
Bedford Hts,OH,2019,1,5812,0.0
TRIMBLE,OH,2019,4,5814,8.0
239-5720605,FL,2019,1,5814,71.76
Dundee,OH,2019,3,5812,17.5
937-3768111,OH,2019,2,5812,51.79
Viera,FL,2019,2,5814,12.8
5613258000,FL,2019,6,5812,256.8
6147774992,OH,2019,1,5812,22.57
4195963560,OH,2019,2,5812,26.25
Four Corners,FL,2019,1,5814,10.92
5619293732,FL,2019,1,5812,8.5
3528171066,FL,2019,2,5814,12.57
FORT LARAMIE,OH,2019,1,5812,34.56
Mogadore,OH,2019,1,5812,0.0
CINCINNATE,OH,2019,2,5812,38.48
-,FL,2019,1,5812,0.0
Lighthouse Pt,FL,2019,2,5812,57.0
561-8322600,FL,2019,1,5812,1030.77
3309659818,OH,2019,1,5812,16.55
5616549312,FL,2019,2,5812,45.0
ST PETERBURG,FL,2019,1,5814,14.96
LAKESIDE,OH,2019,1,5814,3.0
Richmond Heig,OH,2019,1,5812,0.0
8639838641,FL,2019,1,5812,174.85
239-936-1021,FL,2019,1,5812,56.74
386-446-6280,FL,2019,1,5812,38.52
13053079798,FL,2019,1,5812,0.0
937-657-0832,OH,2019,1,5812,10.75
BEACHWOOD,OH,2019,31330,5812,941759.68
BERLIN,OH,2019,1803,5814,16853.09
FERNANDINA BE,FL,2019,49128,5812,2032969.69
LUTZ,FL,2019,146811,5814,1586051.7
HOLLYWOOD,FL,2019,270931,5812,9197219.71
AUBURNDALE,FL,2019,29237,5812,777167.45
NORTH MIAMI B,FL,2019,118263,5814,1318905.22
MARGATE,FL,2019,56166,5812,1246792.13
CUYAHOGA FALL,OH,2019,35083,5812,1044678.03
HAMILTON,OH,2019,50953,5814,516662.5
NILES,OH,2019,32663,5812,1061242.04
Botkins,OH,2019,804,5814,7871.94
ST PETESBURG,FL,2019,1937,5812,102262.19
OKLAHOMA CITY,OH,2019,46081,5814,581573.5
TITTUSVILLE,FL,2019,1042,5812,13150.87
KEYSTONE HGTS,FL,2019,20124,5814,189592.76
TAMARAC,FL,2019,92735,5814,981522.32
BROOKLYN,OH,2019,13997,5814,129708.43
LAKE MARY,FL,2019,98508,5814,1007577.15
W PALM BCH,FL,2019,40152,5814,246633.37
MANSFIELD,OH,2019,51706,5814,565989.53
LITHIA,FL,2019,18498,5814,206571.23
GATLINBURG,FL,2019,2747,5814,20390.23
WINTERSVILL,OH,2019,206,5812,5620.83
W PALM BEACH,FL,2019,22182,5814,141667.57
POLAND,OH,2019,6802,5812,228359.95
EDGEWATER,FL,2019,26232,5812,672714.91
BALDWIN,FL,2019,9597,5814,114790.44
WEST UNION,OH,2019,12672,5814,136212.68
KENDALL,FL,2019,2697,5814,23808.99
DUNNELLON,FL,2019,14571,5812,439439.7
BUFFALO,OH,2019,3546,5812,90192.85
GRANDVIEW HEI,OH,2019,5035,5814,29422.54
LIBERTY CENTE,OH,2019,1167,5812,37371.35
Bonita Spring,FL,2019,2772,5814,33552.53
Baltimore,OH,2019,1708,5814,21769.95
Flagler Beach,FL,2019,532,5812,16866.5
STEUBENVILLE,OH,2019,18007,5814,189734.43
New Albany,OH,2019,1483,5812,16001.42
Fredericktown,OH,2019,734,5814,7218.15
Fanning Sprin,FL,2019,4115,5812,88781.83
Celina,OH,2019,1354,5812,27618.35
Palm Beach,FL,2019,2511,5812,187830.58
MCARTHUR,OH,2019,1469,5812,27543.99
850-6923701,FL,2019,213,5814,2386.05
HURLBURT FIEL,FL,2019,2859,5814,23532.03
614-4473050,OH,2019,120,5814,1228.43
GALENA,OH,2019,4592,5812,117318.94
Jackson Cente,OH,2019,1317,5814,15624.86
PALM BEACH SH,FL,2019,448,5814,6588.61
CONTINENTAL,OH,2019,1470,5812,30349.64
WEST HAMILTON,OH,2019,1876,5812,34710.52
Valrico,FL,2019,1886,5812,62587.55
Glouster,OH,2019,647,5814,6614.47
Painesville,OH,2019,1112,5814,15096.9
CHAMPIONS GT,FL,2019,529,5814,6033.92
Walton Hills,OH,2019,286,5812,4467.42
(937) 431-111,OH,2019,3,5812,54.14
Wickliffe,OH,2019,853,5814,8570.78
Huron,OH,2019,398,5812,23611.2
Lodi,OH,2019,64,5814,879.27
W MANSFIELD,OH,2019,14,5814,271.07
239-3084319,FL,2019,54,5812,1109.99
Bradenton,FL,2019,15538,5814,181303.95
JACKSON,OH,2019,24546,5812,696045.78
LK BUENA VIST,FL,2019,8158,5812,308855.67
YBOR,FL,2019,1808,5812,29229.09
NEW BREMEN,OH,2019,2312,5812,82892.43
ROCKFORD,OH,2019,234,5814,1520.41
DALLAS,FL,2019,4624,5814,42444.78
Indialantic,FL,2019,840,5812,37042.89
Ripley,OH,2019,1929,5814,24007.2
BELLE CENTER,OH,2019,1353,5812,36651.43
WILLIAMSFIELD,OH,2019,91,5814,136.09
ALBANY,OH,2019,3261,5812,65166.19
BIDWELL,OH,2019,4663,5812,76177.55
Barberton,OH,2019,1323,5814,14827.52
VANDALIA,OH,2019,6429,5812,151672.91
NORTH JACKSON,OH,2019,816,5812,18292.71
HIALEAH GRDNS,FL,2019,2950,5814,24380.43
CITRA,FL,2019,967,5814,10373.42
305-6260184,FL,2019,901,5814,7926.38
Riverside,OH,2019,178,5812,4144.14
MATLACHA,FL,2019,9245,5812,406952.52
REVERVIEW,FL,2019,670,5812,17680.85
WHITEHALL,OH,2019,7377,5812,183425.51
Blanchester,OH,2019,6421,5814,83593.33
PENACOLA,FL,2019,668,5812,24885.87
VALLEY VIEW,OH,2019,3102,5812,105637.72
Hudson,FL,2019,890,5812,23198.05
INDIAN HARBOU,FL,2019,3889,5814,55153.96
Celina,OH,2019,1663,5814,27081.73
PESACOLA,FL,2019,378,5814,8458.1
PINELLAS,FL,2019,2263,5812,55674.05
BELLE VALLEY,OH,2019,2134,5812,60529.34
Brecksville,OH,2019,765,5812,18051.03
LaBelle,FL,2019,711,5814,10318.39
WYOMING,OH,2019,579,5812,10739.93
Middleburg,FL,2019,2022,5814,23910.28
MAYFIELD,OH,2019,515,5814,7684.83
Newburgh Heig,OH,2019,588,5814,4619.77
Medley florid,FL,2019,471,5814,3247.28
Bedford Heigh,OH,2019,635,5814,5919.98
BREWSTER,OH,2019,2142,5814,3201.01
Toronto,OH,2019,454,5814,5544.7
Cortland,OH,2019,3109,5814,35213.09
ATLTAMONTE SP,FL,2019,800,5812,27541.07
Heath,OH,2019,457,5814,5097.84
Twinsburg,OH,2019,802,5812,13241.06
ETNA,OH,2019,481,5814,10479.0
UPPER SANDSKY,OH,2019,1686,5812,36685.81
NEW PORT RCHY,FL,2019,517,5812,8121.69
GRANT VLKRIA,FL,2019,190,5812,1298.9
Hosford,FL,2019,221,5814,2508.78
CHESAPEAKE,OH,2019,168,5814,2826.07
FOURT LAUDERD,FL,2019,730,5812,12536.3
SUGAR GROVE,OH,2019,146,5812,3006.43
GROVE PORT,OH,2019,205,5812,5461.42
Williston,FL,2019,435,5812,12725.46
ARANUM,OH,2019,36,5812,1010.42
7279354282,FL,2019,2,5812,21.63
561-3550872,FL,2019,162,5812,4108.26
Doylestown,OH,2019,319,5814,3721.91
Clayton,OH,2019,184,5814,2154.52
WELLBORN,FL,2019,804,5814,1219.69
407-9162490,FL,2019,122,5812,1804.98
9043553200,FL,2019,169,5812,1200.67
Dover,FL,2019,139,5814,1235.33
9045515608,FL,2019,71,5812,1534.12
513-2285111,OH,2019,50,5814,693.08
330-4922222,OH,2019,166,5812,4938.5
561-8411771,FL,2019,289,5814,3185.14
HAMDEN,OH,2019,7,5812,25.58
Rittman,OH,2019,329,5814,4208.55
407-9027746,FL,2019,110,5812,3537.08
BRADEN RIVER,FL,2019,12,5814,92.0
(352) 637-327,FL,2019,49,5814,753.09
352-629-5775,FL,2019,48,5814,755.57
216-321-1358,OH,2019,23,5814,431.28
Indian Shores,FL,2019,150,5814,2242.76
4193325519,OH,2019,52,5812,1372.1
BLOOMVILLE,OH,2019,50,5814,1185.35
3057479885,FL,2019,2,5812,14.0
3866813319,FL,2019,18,5812,313.7
305-7638588,FL,2019,219,5814,1983.81
813-5499973,FL,2019,22,5812,979.78
EUCLID,OH,2019,5191,5812,113470.38
Alachua,FL,2019,7980,5814,74278.77
NEW MIDDLETOW,OH,2019,3717,5812,104430.42
ASHTABULS,OH,2019,7127,5814,68776.71
Miami Springs,FL,2019,676,5812,8734.15
North Fort My,FL,2019,1613,5814,19203.54
7726002222,FL,2019,17,5812,3367.35
WEST MILTON,OH,2019,1483,5814,14983.52
TRENTON,OH,2019,2569,5812,60327.45
Sherwood,OH,2019,1787,5814,21402.02
SOUTH WEBSTER,OH,2019,212,5814,4749.67
SAINT HENRY,OH,2019,1146,5812,30955.44
Rotonda West,FL,2019,1520,5812,70903.25
Conneaut,OH,2019,787,5812,35548.61
LANDERDALE LA,FL,2019,669,5812,12079.04
Brunswick,OH,2019,1179,5814,13115.34
Parkland,FL,2019,255,5814,4630.51
gosq.com,FL,2019,853,5814,67669.33
BONITA SPINGS,FL,2019,248,5812,4730.92
FT MEYERS,FL,2019,452,5814,3750.7
Defuniak spri,FL,2019,181,5812,4337.68
305-8691460,FL,2019,24,5812,530.41
BRICE,OH,2019,310,5812,7788.29
LOCKBOURNE,OH,2019,462,5812,7942.78
RIDGEWAY,OH,2019,589,5812,8792.77
SENECAVILLE,OH,2019,413,5814,11291.34
3057948330,FL,2019,6,5812,95.0
863-6751400,FL,2019,273,5814,4505.57
MALVERN,OH,2019,885,5814,9696.73
Oak Hill,OH,2019,328,5814,3855.99
419-3855354,OH,2019,82,5814,1081.34
419-5313511,OH,2019,168,5814,3491.31
904-400-6688,FL,2019,152,5814,2016.25
Zoar,OH,2019,176,5814,1136.88
954-9261151,FL,2019,579,5814,4505.76
Shade,OH,2019,342,5812,12255.69
GOLDENROD,FL,2019,180,5812,4590.06
PINELLAS PAR,FL,2019,127,5812,3605.55
407-9786788,FL,2019,17,5812,371.55
Seven Hills,OH,2019,159,5812,3147.75
GROESBECK,OH,2019,150,5814,1947.06
CORAL APRINGS,FL,2019,119,5814,1478.05
Stock Island,FL,2019,9,5814,183.11
Mingo Junctio,OH,2019,36,5812,805.46
850-607-7955,FL,2019,31,5814,445.32
Mogadore,OH,2019,259,5814,3592.99
SAND KEY,FL,2019,81,5812,1468.58
904-396-5870,FL,2019,57,5814,1234.09
Anthony,FL,2019,10,5814,137.34
LAKRLAND,FL,2019,2,5812,0.0
(239) 992-200,FL,2019,6,5814,65.79
2347062809,OH,2019,10,5814,267.5
EATON PARK,FL,2019,7,5812,27.59
Gibsonton,FL,2019,378,5814,5060.57
LaBelle,FL,2019,5,5812,91.72
MASURY,OH,2019,6,5814,9.0
Dhaka,FL,2019,83,5812,1043.58
Callaway,FL,2019,8,5812,303.73
N Bay Village,FL,2019,92,5812,778.21
NEW SMYRMA BE,FL,2019,5,5812,178.58
941-9188771,FL,2019,11,5812,966.45
DeBary,FL,2019,166,5812,4135.2
Miami beach,FL,2019,112,5814,1109.95
4074819999,FL,2019,56,5814,817.99
BAREFOOT BCH,FL,2019,49,5814,980.5
HAINES CREEK,FL,2019,118,5812,1849.85
Greenwich,OH,2019,221,5814,3230.33
Port Sainte L,FL,2019,92,5814,1182.8
740-6891717,OH,2019,149,5814,3546.94
"ZANESVILLE, O",OH,2019,186,5812,10291.0
Ellsworth,OH,2019,56,5814,531.0
5616371686,FL,2019,91,5812,2370.17
740-8523339,OH,2019,42,5812,1323.78
239-454-7777,FL,2019,51,5814,1002.31
440-934-1109,OH,2019,17,5814,263.85
330-219-0124,OH,2019,3,5814,159.0
Lehight Acres,FL,2019,71,5812,1971.0
CANAL POINT,FL,2019,8,5812,26.47
330-6769200,OH,2019,79,5814,991.2
614-316-9227,OH,2019,8,5814,110.53
6148601888,OH,2019,15,5812,390.7
Rossville,OH,2019,25,5814,188.87
DENNISON,OH,2019,44,5814,62.9
Bay Harbor Is,FL,2019,20,5814,148.64
19048244149,FL,2019,24,5812,11143.99
WAYLAND,OH,2019,4,5812,19.84
4403277633,OH,2019,5,5812,162.05
MC GUFFEY,OH,2019,4,5812,22.08
Eglin Air For,FL,2019,4,5814,41.29
6143975415,OH,2019,11,5812,262.17
COALTON,OH,2019,3,5812,23.56
Trotwood,OH,2019,13,5812,192.19
813-5706163,FL,2019,4,5812,73.25
9044226921,FL,2019,1,5812,1.0
SANDERSON,FL,2019,9,5812,49.82
727-210-2364,FL,2019,31,5814,499.82
402-734-4444,FL,2019,28,5814,872.1
Intercession,FL,2019,6,5812,201.11
North Redingt,FL,2019,1,5814,19.0
JASPER,OH,2019,9,5812,35.9
614-436-2626,OH,2019,10,5812,467.66
MAXIMO,OH,2019,4,5812,20.98
OAKLAND PAR,FL,2019,18,5812,489.61
740-522-0025,OH,2019,9,5814,294.28
ROCKY RIDGE,OH,2019,9,5812,38.15
513-5745704,OH,2019,2,5812,51.8
E ROCKLAND KE,FL,2019,7,5814,377.92
2153750488,OH,2019,5,5812,110.0
FortMyers,FL,2019,1,5812,0.0
DIAMOND,OH,2019,4,5812,22.06
2169869900,OH,2019,3,5812,61.72
937-848-6100,OH,2019,5,5814,77.34
786-6096251,FL,2019,4,5812,667.0
RICHMOND DALE,OH,2019,8,5812,33.05
RE,FL,2019,4,5812,315.83
740-593-8600,OH,2019,4,5814,72.44
Melrose,FL,2019,4,5812,53.0
407-6455523,FL,2019,3,5812,150.0
614-891-5000,OH,2019,12,5814,165.73
HOMOSASSA SPR,FL,2019,13,5812,399.06
216-4762990,OH,2019,8,5812,235.0
814-880-5288,OH,2019,7,5812,154.05
CHESHIRE,OH,2019,5,5812,13.9
VAUGHNSVILLE,OH,2019,6,5812,26.88
Walton Hills,OH,2019,3,5814,37.0
Sugarloaf Key,FL,2019,2,5814,38.44
South Pasaden,FL,2019,2,5814,17.34
ST CHELY D,FL,2019,1,5812,74.77
8505210091,FL,2019,1,5812,100.0
CYPRESS,FL,2019,10,5812,41.64
SAFORD,FL,2019,1,5812,5.5
330-899-9460,OH,2019,5,5814,64.92
MOSCOW,OH,2019,5,5812,14.1
ISLE SAINT GE,OH,2019,5,5812,23.03
4072504880,FL,2019,4,5812,39.15
904-5159328,FL,2019,1,5812,3.0
LAKEWOOD,FL,2019,3,5814,7.51
BRADENTON BEA,FL,2019,3,5814,49.15
Peebles,OH,2019,4,5812,56.46
Sheffield Vlg,OH,2019,1,5812,12.04
701-8939047,OH,2019,1,5812,15.29
4078232651,FL,2019,3,5812,413.31
4196914888,OH,2019,3,5812,436.85
2395739866,FL,2019,1,5812,31.16
LAKE HARBOR,FL,2019,7,5812,37.35
4193714745,OH,2019,1,5814,24.5
Clifton,OH,2019,1,5812,24.8
Palm COAST,FL,2019,1,5812,0.0
850-995-0459,FL,2019,4,5814,166.91
CONQUES-EN,FL,2019,1,5812,44.38
Sneads,FL,2019,1,5812,0.0
PARKER,FL,2019,2,5812,53.82
CARROLLWOOD,FL,2019,1,5812,8.99
4077316605,FL,2019,3,5814,275.0
13052001055,FL,2019,1,5812,33.1
440-8341900,OH,2019,1,5812,25.0
954-9427244,FL,2019,3,5812,14007.38
3057206427,FL,2019,1,5812,450.0
727-754-8185,FL,2019,2,5812,34.19
Gotha,FL,2019,2,5814,18.0
407-4133348,FL,2019,1,5812,14.79
3308343348,OH,2019,1,5812,100.0
TAMPA,FL,2019,1552009,5812,45486461.72
WATERFORD,OH,2019,6340,5812,167027.3
HOLLAND,OH,2019,49952,5814,595683.7
LANCASTER,OH,2019,52028,5812,1501712.75
DAVIE,FL,2019,255517,5814,2615255.8
BUSHNELL,FL,2019,19885,5812,518113.82
FINDLAY,OH,2019,251066,5814,2559406.88
Pompano Beach,FL,2019,10369,5812,277961.1
CLEARWATER,FL,2019,299735,5812,9440675.79
WAUCHULA,FL,2019,39761,5814,439190.56
HEATH,OH,2019,21970,5814,273989.64
LAGRANGE,OH,2019,2514,5812,68051.63
DELAND,FL,2019,93896,5812,2420494.18
OREGON,OH,2019,35341,5814,396177.64
Middleburg He,OH,2019,1167,5814,10135.54
KEYSTONE HEIG,FL,2019,11036,5814,171744.27
MARIA STEIN,OH,2019,805,5812,18888.33
CROSS CITY,FL,2019,63399,5814,591514.76
SPRINGBORO,OH,2019,40895,5814,470734.21
PALM BEACH GA,FL,2019,120056,5814,1312239.11
WAYNESVILLE,OH,2019,14198,5814,109008.98
Macclenny,FL,2019,5114,5812,38778.08
MIRAMAR,FL,2019,72309,5812,2015177.35
CENTURY,FL,2019,3572,5814,44672.09
WELLINGTON,OH,2019,5389,5814,54639.95
New Richmond,OH,2019,241,5814,3065.94
HUBER HEIGHTS,OH,2019,20859,5814,246194.07
TROY,OH,2019,23405,5812,666269.28
WELLBORN,FL,2019,2272,5812,44637.03
Altamonte Spr,FL,2019,5420,5812,137426.28
MIAMI SHORES,FL,2019,4637,5812,216127.39
SANIBEL,FL,2019,26986,5812,1390452.56
Okeechobee,FL,2019,18166,5814,244075.75
BELLVILLE,OH,2019,9079,5814,73279.26
WADSWORTH,OH,2019,9828,5812,296536.45
MACDENNY,FL,2019,4068,5812,156167.41
MELROSE,FL,2019,3162,5812,120294.48
WASHINGTON CO,OH,2019,22116,5814,212522.94
KEYSTONEHGTS,FL,2019,4687,5812,102547.65
COLUMBIANA,OH,2019,10004,5814,88073.87
FOSTORIA,OH,2019,15516,5812,369107.86
DUNEDIN,FL,2019,36995,5814,358318.49
Richfield,OH,2019,1180,5812,9891.69
ARLINGTON,OH,2019,4154,5812,92187.63
CLEVES,OH,2019,871,5814,14921.25
OPA-LOCKA,FL,2019,1202,5814,12834.06
LEWIS,OH,2019,1283,5814,10605.78
PARMA HEIGHTS,OH,2019,5952,5812,157563.32
KISSAMEE,FL,2019,368,5812,8806.57
North Jackson,OH,2019,635,5814,7346.78
Navarre,FL,2019,3692,5814,48764.43
Rockledge,FL,2019,2682,5812,60668.23
Hillsboro,OH,2019,3526,5814,43041.35
ST JOHNS,FL,2019,1361,5812,45909.19
Goodland,FL,2019,354,5812,16137.88
DEL REY BEACH,FL,2019,370,5812,17199.27
Springboro,OH,2019,1164,5814,13600.96
Ponte Vedra B,FL,2019,373,5814,4272.66
440-2826600,OH,2019,54,5812,1673.56
BERGHOLZ,OH,2019,42,5812,1388.02
Lake Hamilton,FL,2019,345,5814,6915.35
Mt. Vernon,OH,2019,232,5814,2444.26
727-2551125,FL,2019,95,5814,1400.9
Brunswick,OH,2019,1100,5812,27241.85
PALM HARBOR,FL,2019,76343,5812,2238658.93
Daytona Beach,FL,2019,20461,5812,572019.84
SUNBURY,OH,2019,25635,5812,667853.37
STREETSBORO,OH,2019,9417,5812,293060.57
BURBANK,OH,2019,9786,5814,92678.93
Live Oak,FL,2019,10350,5814,128052.59
QUINCY,FL,2019,44653,5814,482767.3
TREASURE IS,FL,2019,3231,5814,30917.16
COOLVILLE,OH,2019,5070,5812,121585.41
HIAWASSEE,FL,2019,1842,5814,23374.33
PUT IN BAY,OH,2019,16435,5812,499697.35
BRYAN,OH,2019,47538,5812,1149684.86
BARTOW,FL,2019,41607,5812,945971.99
CLARINGTON,OH,2019,571,5812,14093.61
BRANFORD,FL,2019,21915,5812,567836.03
FREEPORT,FL,2019,6583,5812,187294.31
Bellefontaine,OH,2019,7769,5814,99537.74
CAROLINA,OH,2019,82,5812,1987.97
LEBANON,OH,2019,20006,5812,476156.07
PONTE VEDRA B,FL,2019,14352,5812,746364.6
port st lucie,FL,2019,2576,5812,61308.96
Hillard,FL,2019,861,5814,7637.65
Deland,FL,2019,3256,5812,97910.83
407-3974300,FL,2019,56,5812,2194.77
NORTH FORT MY,FL,2019,7178,5814,65716.01
Cocoa,FL,2019,4316,5814,44491.24
gosq.com,OH,2019,1259,5812,39933.8
MT AIRY,OH,2019,266,5814,2503.16
Largo,FL,2019,3290,5812,88897.89
NORWALK,OH,2019,3194,5812,96875.12
AURORA,OH,2019,4709,5812,160490.85
Archbold,OH,2019,3380,5814,39437.11
239-4953422,FL,2019,84,5812,2031.41
NORTHFIELD,OH,2019,3659,5814,26198.08
EASTPOINT,FL,2019,1946,5814,47910.31
COLUBUS,OH,2019,616,5814,924.0
GRACEVILLE,FL,2019,2680,5812,75125.91
Hobe Sound,FL,2019,1170,5814,15175.28
MYAKKA CITY,FL,2019,412,5812,10248.38
Nokomis,FL,2019,478,5812,9095.54
Lyons,OH,2019,1894,5812,44081.09
330-8370232,OH,2019,573,5814,6289.86
Navarre,FL,2019,2117,5812,72516.2
Port Richey,FL,2019,1989,5814,22784.47
NORTHRIDGE,OH,2019,2291,5814,19759.43
YORKVILLE,OH,2019,248,5812,6795.69
DALTON,OH,2019,2040,5812,65319.29
CLEVELAND HEI,OH,2019,5931,5814,65029.5
Ft. Myers,FL,2019,1839,5814,18466.77
SEACREST,FL,2019,854,5812,37165.9
FORT JENNINGS,OH,2019,911,5812,26267.59
HOWARD,OH,2019,652,5812,18738.95
ORANGE,OH,2019,186,5812,2621.57
Ashley,OH,2019,610,5812,13755.31
CECIL,OH,2019,1910,5812,49289.46
Covington,OH,2019,203,5814,5379.6
HUBER HTS.,OH,2019,455,5814,7282.82
407-865-6779,FL,2019,32,5814,548.64
MANCHESTER,OH,2019,585,5814,8285.51
Hudson,OH,2019,625,5812,22135.51
305-7583200,FL,2019,713,5814,6536.0
407-682-4500,FL,2019,136,5814,2579.92
South Daytona,FL,2019,1227,5814,13228.26
North Bend,OH,2019,119,5812,3876.58
Hartville,OH,2019,227,5812,5276.51
DANVILLE,OH,2019,313,5812,7646.94
Bedford,OH,2019,493,5814,5420.74
OCEAN RIDGE,FL,2019,851,5812,12069.06
Micco,FL,2019,661,5812,13126.18
Town 'n' Coun,FL,2019,71,5814,1178.71
330-7232012,OH,2019,89,5814,1796.61
904-775-5091,FL,2019,65,5814,1189.43
561-4637195,FL,2019,118,5814,1706.15
De Graff,OH,2019,66,5812,4159.05
MARY ESHER,FL,2019,466,5814,4653.57
BRADEATON,FL,2019,288,5812,7805.4
AZALEA PARK,FL,2019,328,5814,4367.08
ELDORADO,OH,2019,120,5812,9164.43
239-3080480,FL,2019,66,5812,1070.11
Prospect,OH,2019,149,5812,3420.45
WILTON MANNOR,FL,2019,114,5812,4247.79
Newbury,OH,2019,169,5814,2116.91
Pembroke,FL,2019,115,5812,4049.41
386-4876194,FL,2019,48,5812,1218.43
CITY,FL,2019,22,5812,503.87
9547656899,FL,2019,148,5812,12702.44
954-639-7350,FL,2019,17,5812,419.51
813-6260629,FL,2019,133,5812,1371.76
miami beach,FL,2019,98,5812,3173.35
Hamilton Town,OH,2019,8,5814,149.0
Marion,OH,2019,5659,5814,68632.92
Middlefield,OH,2019,484,5814,5572.14
ENGLEWOOD,FL,2019,16426,5814,184403.92
Beachwood,OH,2019,3653,5814,26800.75
OAK HILL,OH,2019,6032,5814,70300.41
Oxford,OH,2019,3346,5812,49210.75
SOUTHPORT,FL,2019,373,5814,10693.61
Carey,OH,2019,3684,5812,76077.34
CROWN CITY,OH,2019,614,5812,9168.34
UNION PARK,FL,2019,1216,5812,29170.4
COLERAIN TWP,OH,2019,430,5812,7409.58
EAST CANTON,OH,2019,5593,5812,127748.65
WALBRIDGE,OH,2019,2462,5814,17855.93
PLEASANT PLAI,OH,2019,855,5814,1275.07
SUMMERLAND,FL,2019,675,5812,18681.46
FORTWAYNE,FL,2019,2440,5814,31503.49
MINNEOLA,FL,2019,7337,5812,145878.84
GULFBREEZE,FL,2019,795,5814,9421.07
BALTIC,OH,2019,601,5812,20120.36
ST PETE,FL,2019,291,5814,5762.72
MC ARTHUR,OH,2019,662,5814,9943.98
954-415-1084,FL,2019,134,5814,2256.25
CARROLL,OH,2019,1194,5812,34566.59
St Clould,FL,2019,16,5812,263.22
Saint Johns,FL,2019,239,5814,3562.6
954-4404140,FL,2019,89,5814,2194.73
JACKS,FL,2019,705,5814,3501.02
Willoughby Hi,OH,2019,423,5814,4712.48
